,index,index.1,TimeStamp (sec), Horizontal (meters), Cadence (stokes/min), HRCur (bpm), longitude, latitude, Stroke500mPace (sec/500m), Power (watts), DragFactor, DriveLength (meters), StrokeDistance (meters), DriveTime (ms), StrokeRecoveryTime (ms), AverageDriveForce (lbs), PeakDriveForce (lbs), lapIdx, WorkoutState, ElapsedTime (sec),cum_dist, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an,originalvelo
114,114,114,1731007624.1999998,1001.9,21.0,145.0,0.0,0.0,163.33102677104375,123.01511971842172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,336.59999990463257,1001.9,3.5285815102328866,0.0,0.0,1.0,113,351.471770624062,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,123.01511971842172,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5285815102328866
115,115,115,1731007631.6999998,1023.6,60.0,147.0,0.0,0.0,191.2546763670612,30.08072696972256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,344.09999990463257,1023.6,2.206531332744925,0.0,0.0,1.0,121,30.08072696972256,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,30.08072696972256,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.206531332744925
116,116,116,1731007634.1999998,1029.6,60.0,148.0,0.0,0.0,214.71238827960576,30.08072696972256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,346.59999990463257,1029.6,2.206531332744925,0.0,0.0,1.0,123,30.08072696972256,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,30.08072696972256,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.206531332744925
117,117,117,1731007636.6999998,1036.8,22.0,148.0,0.0,0.0,207.4112381055077,40.626224227739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,349.09999990463257,1036.8,2.4390243902439024,0.0,0.0,1.0,124,110.79879334837909,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,40.626224227739,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.4390243902439024
118,118,118,1731007639.6999998,1046.5,22.0,145.0,0.0,0.0,174.51504873927777,68.42459129317638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,352.09999990463257,1046.5,2.901915264074289,0.0,0.0,1.0,125,186.61252170866283,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,68.42459129317638,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,2.901915264074289
119,119,119,1731007642.6999998,1056.6,22.0,145.0,0.0,0.0,156.20259580331046,104.11962715444535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,355.09999990463257,1056.6,3.337783711615487,0.0,0.0,1.0,126,283.9626195121237,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,104.11962715444535,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.337783711615487
120,120,120,1731007645.1999998,1065.2,22.0,143.0,0.0,0.0,146.1593190943788,104.11962715444535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,357.59999990463257,1065.2,3.337783711615487,0.0,0.0,1.0,127,283.9626195121237,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,104.11962715444535,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.337783711615487
121,121,121,1731007648.1999998,1075.9,22.0,143.0,0.0,0.0,143.02104653083003,121.46561239433882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,360.59999990463257,1075.9,3.513703443429374,0.0,0.0,1.0,128,331.2698519845604,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,121.46561239433882,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.513703443429374
122,122,122,1731007650.8,1084.6,22.0,143.0,0.0,0.0,142.89346468705554,121.46561239433882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,363.2000000476837,1084.6,3.513703443429374,0.0,0.0,1.0,129,331.2698519845604,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,121.46561239433882,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.513703443429374
123,123,123,1731007653.8,1095.2,22.0,143.0,0.0,0.0,141.91187648745964,120.19417532487807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,366.2000000476837,1095.2,3.501400560224089,0.0,0.0,1.0,130,327.80229634057656,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,120.19417532487807,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.501400560224089
124,124,124,1731007656.1999998,1103.9,22.0,142.0,0.0,0.0,142.48455423569666,120.19417532487807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,368.59999990463257,1103.9,3.501400560224089,0.0,0.0,1.0,131,327.80229634057656,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,120.19417532487807,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.501400560224089
125,125,125,1731007659.3,1114.7,23.0,142.0,0.0,0.0,142.4261422381882,122.4957039960386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,371.7000000476837,1114.7,3.523608174770965,0.0,0.0,1.0,133,319.5540104244485,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,122.4957039960386,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.523608174770965
126,126,126,1731007661.8,1123.4,23.0,142.0,0.0,0.0,141.81744390349814,122.4957039960386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,374.2000000476837,1123.4,3.523608174770965,0.0,0.0,1.0,134,319.5540104244485,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,122.4957039960386,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.523608174770965
127,127,127,1731007664.3,1132.2,22.0,142.0,0.0,0.0,141.09034985741673,122.75504555574418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,376.7000000476837,1132.2,3.5260930888575457,0.0,0.0,1.0,134,334.7864878793023,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,122.75504555574418,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5260930888575457
128,128,128,1731007667.1999998,1143.1,23.0,142.0,0.0,0.0,140.4941879521209,127.8247349509656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,379.59999990463257,1143.1,3.5739814152966405,0.0,0.0,1.0,136,333.4558303068668,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.8247349509656,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5739814152966405
129,129,129,1731007669.8,1152.0,23.0,142.0,0.0,0.0,140.12741560868704,127.8247349509656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,382.2000000476837,1152.0,3.5739814152966405,0.0,0.0,1.0,137,333.4558303068668,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.8247349509656,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5739814152966405
130,130,130,1731007672.3,1160.8,22.0,142.0,0.0,0.0,139.93499749900366,127.27808679097176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,384.7000000476837,1160.8,3.5688793718772307,0.0,0.0,1.0,137,347.12205488446847,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.27808679097176,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5688793718772307
131,131,131,1731007675.3,1171.7,22.0,143.0,0.0,0.0,140.3473447827358,125.92503559728058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,387.7000000476837,1171.7,3.5561877667140824,0.0,0.0,1.0,139,343.4319152653107,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,125.92503559728058,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5561877667140824
132,132,132,1731007677.6999998,1180.4,22.0,143.0,0.0,0.0,140.2799418854419,127.55102040816328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,390.09999990463257,1180.4,3.571428571428572,0.0,0.0,1.0,139,347.86641929499075,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.55102040816328,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.571428571428572
133,133,133,1731007680.8,1191.3,22.0,144.0,0.0,0.0,140.17483806968363,125.92503559728058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,393.2000000476837,1191.3,3.5561877667140824,0.0,0.0,1.0,141,343.4319152653107,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,125.92503559728058,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5561877667140824
134,134,134,1731007683.3,1200.2,22.0,144.0,0.0,0.0,140.11800914463944,128.65059214324157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,395.7000000476837,1200.2,3.5816618911174785,0.0,0.0,1.0,141,350.86525129974973,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,128.65059214324157,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5816618911174785
135,135,135,1731007686.3,1211.1,23.0,145.0,0.0,0.0,140.15145085605957,126.73455121309482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,398.7000000476837,1211.1,3.563791874554526,0.0,0.0,1.0,143,330.61187272981255,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,126.73455121309482,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.563791874554526
136,136,136,1731007688.8,1219.8,23.0,145.0,0.0,0.0,139.9524823637273,126.73455121309482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,401.2000000476837,1219.8,3.563791874554526,0.0,0.0,1.0,144,330.61187272981255,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,126.73455121309482,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.563791874554526
137,137,137,1731007691.8,1230.7,22.0,146.0,0.0,0.0,140.14257572879566,127.8247349509656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,404.2000000476837,1230.7,3.5739814152966405,0.0,0.0,1.0,145,348.6129135026335,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.8247349509656,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5739814152966405
138,138,138,1731007694.3,1239.6,22.0,147.0,0.0,0.0,140.16138787485727,127.8247349509656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,406.7000000476837,1239.6,3.5739814152966405,0.0,0.0,1.0,146,348.6129135026335,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.8247349509656,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5739814152966405
139,139,139,1731007697.3,1250.4,22.0,147.0,0.0,0.0,140.17728118837817,125.3891851022492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,409.7000000476837,1250.4,3.5511363636363638,0.0,0.0,1.0,147,341.970504824316,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,125.3891851022492,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5511363636363638
140,140,140,1731007699.8,1259.2,22.0,147.0,0.0,0.0,141.11347910286193,125.3891851022492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,412.2000000476837,1259.2,3.5511363636363638,0.0,0.0,1.0,148,341.970504824316,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,125.3891851022492,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5511363636363638
141,141,141,1731007702.3,1267.9,22.0,147.0,0.0,0.0,142.42758797392355,123.79976376628116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,414.7000000476837,1267.9,3.536067892503536,0.0,0.0,1.0,149,337.635719362585,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,123.79976376628116,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.536067892503536
142,142,142,1731007705.3,1278.4,22.0,148.0,0.0,0.0,143.90355955097866,115.28222733505557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,417.7000000476837,1278.4,3.4530386740331487,0.0,0.0,1.0,150,314.4060745501516,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,115.28222733505557,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.4530386740331487
143,143,143,1731007707.8,1287.0,22.0,148.0,0.0,0.0,144.4138255687319,115.28222733505557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,420.2000000476837,1287.0,3.4530386740331487,0.0,0.0,1.0,151,314.4060745501516,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,115.28222733505557,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.4530386740331487
144,144,144,1731007710.8,1297.7,22.0,147.0,0.0,0.0,143.79403637394685,116.00173986038114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,423.2000000476837,1297.7,3.460207612456748,0.0,0.0,1.0,152,316.3683814374031,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,116.00173986038114,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.460207612456748
145,145,145,1731007713.3,1306.4,22.0,150.0,0.0,0.0,142.5814797091638,123.79976376628116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,425.7000000476837,1306.4,3.536067892503536,0.0,0.0,1.0,153,337.635719362585,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,123.79976376628116,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.536067892503536
146,146,146,1731007716.3,1317.0,22.0,150.0,0.0,0.0,142.24097617270633,123.01511971842172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,428.7000000476837,1317.0,3.5285815102328866,0.0,0.0,1.0,154,335.495781050241,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,123.01511971842172,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5285815102328866
147,147,147,1731007719.3,1327.6,21.0,150.0,0.0,0.0,141.96279098791118,120.44703816350608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,431.7000000476837,1327.6,3.5038542396636303,0.0,0.0,1.0,155,344.1343947528745,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,120.44703816350608,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5038542396636303
148,148,148,1731007721.8,1336.4,21.0,150.0,0.0,0.0,141.9986142802263,120.44703816350608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,434.2000000476837,1336.4,3.5038542396636303,0.0,0.0,1.0,156,344.1343947528745,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,120.44703816350608,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5038542396636303
149,149,149,1731007724.8,1347.2,22.0,150.0,0.0,0.0,141.6053002904609,125.6567295038023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,437.2000000476837,1347.2,3.553660270078181,0.0,0.0,1.0,157,342.70017137400623,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,125.6567295038023,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.553660270078181
150,150,150,1731007727.3,1355.9,22.0,150.0,0.0,0.0,140.75513934682917,125.6567295038023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,439.7000000476837,1355.9,3.553660270078181,0.0,0.0,1.0,158,342.70017137400623,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,125.6567295038023,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.553660270078181
151,151,151,1731007730.3,1366.7,21.0,150.0,0.0,0.0,140.11556079673912,125.3891851022492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,442.7000000476837,1366.7,3.5511363636363638,0.0,0.0,1.0,159,358.25481457785486,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,125.3891851022492,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5511363636363638
152,152,152,1731007733.3,1377.6,21.0,150.0,0.0,0.0,139.82091396598574,129.48357901033992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,445.7000000476837,1377.6,3.5893754486719307,0.0,0.0,1.0,160,369.9530828866855,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,129.48357901033992,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5893754486719307
153,153,153,1731007735.8,1386.5,21.0,152.0,0.0,0.0,139.22228891521237,129.48357901033992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,448.2000000476837,1386.5,3.5893754486719307,0.0,0.0,1.0,161,369.9530828866855,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,129.48357901033992,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5893754486719307
154,154,154,1731007738.8,1397.4,21.0,152.0,0.0,0.0,138.61163343174914,130.60545218378434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,451.2000000476837,1397.4,3.599712023038157,0.0,0.0,1.0,162,373.15843481081237,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,130.60545218378434,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.599712023038157
155,155,155,1731007741.8,1408.3000000000002,21.0,152.0,0.0,0.0,138.28651927828432,132.02609373976983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,454.2000000476837,1408.3000000000002,3.61271676300578,0.0,0.0,1.0,163,377.2174106850567,0.0,0.0,152.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,132.02609373976983,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.61271676300578
156,156,156,1731007744.3,1417.1,21.0,153.0,0.0,0.0,138.96242318026862,132.02609373976983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,456.7000000476837,1417.1,3.61271676300578,0.0,0.0,1.0,164,377.2174106850567,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,132.02609373976983,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.61271676300578
157,157,157,1731007747.3,1427.9,21.0,153.0,0.0,0.0,139.77072286448896,128.65059214324157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,459.7000000476837,1427.9,3.5816618911174785,0.0,0.0,1.0,165,367.5731204092616,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,128.65059214324157,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.5816618911174785
158,158,158,1731007750.3,1438.5,22.0,154.0,0.0,0.0,142.08050948153172,118.44380241323324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,462.7000000476837,1438.5,3.484320557491289,0.0,0.0,1.0,166,323.0285520360907,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,118.44380241323324,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.484320557491289
159,159,159,1731007752.8,1446.6,22.0,154.0,0.0,0.0,145.7278680313588,118.44380241323324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,465.2000000476837,1446.6,3.484320557491289,0.0,0.0,1.0,167,323.0285520360907,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,118.44380241323324,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.484320557491289
160,160,160,1731007755.8,1456.4,21.0,154.0,0.0,0.0,150.79369910783987,101.65697972466062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,468.2000000476837,1456.4,3.3112582781456954,0.0,0.0,1.0,168,290.4485134990303,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,101.65697972466062,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.3112582781456954
161,161,161,1731007758.3,1464.2,22.0,154.0,0.0,0.0,155.82889170285404,93.08439153941336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,470.7000000476837,1464.2,3.215434083601286,0.0,0.0,1.0,169,253.86652238021824,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,93.08439153941336,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.215434083601286
162,162,162,1731007761.3,1473.9,22.0,154.0,0.0,0.0,156.53474253268212,86.58062508266083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,473.7000000476837,1473.9,3.138731952291274,0.0,0.0,1.0,170,236.1289774981659,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,86.58062508266083,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.138731952291274
163,163,163,1731007764.3,1484.3000000000002,21.0,153.0,0.0,0.0,152.31940429241607,93.98811721660904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,476.7000000476837,1484.3000000000002,3.225806451612903,0.0,0.0,1.0,171,268.53747776174015,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,93.98811721660904,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.225806451612903
164,164,164,1731007767.3,1494.8000000000002,21.0,153.0,0.0,0.0,147.2752926289844,119.43982078394784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,479.7000000476837,1494.8000000000002,3.494060097833683,0.0,0.0,1.0,172,341.25663081127954,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,119.43982078394784,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.494060097833683
165,165,165,1731007769.8,1503.5,21.0,150.0,0.0,0.0,143.68162337308527,119.43982078394784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,482.2000000476837,1503.5,3.494060097833683,0.0,0.0,1.0,173,341.25663081127954,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,119.43982078394784,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.494060097833683
166,166,166,1731007772.8,1513.9,22.0,150.0,0.0,0.0,143.20660011387693,117.45882783414554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,485.2000000476837,1513.9,3.4746351633078527,0.0,0.0,1.0,174,320.3422577294878,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,117.45882783414554,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.4746351633078527
167,167,167,1731007775.3,1522.5,21.0,150.0,0.0,0.0,144.2570120572873,114.56865299373746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,487.7000000476837,1522.5,3.445899379738112,0.0,0.0,1.0,175,327.33900855353556,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,114.56865299373746,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.445899379738112
168,168,168,1731007778.3,1533.0,21.0,150.0,0.0,0.0,143.78545141545976,116.48474440388372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,490.7000000476837,1533.0,3.465003465003465,0.0,0.0,1.0,176,332.81355543966777,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,116.48474440388372,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.465003465003465
169,169,169,1731007781.3,1543.8000000000002,21.0,150.0,0.0,0.0,142.49601156294298,123.53747621848429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,493.7000000476837,1543.8000000000002,3.53356890459364,0.0,0.0,1.0,177,352.964217767098,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,123.53747621848429,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.53356890459364
170,170,170,1731007783.8,1552.6,21.0,150.0,0.0,0.0,140.92006002004015,123.53747621848429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,496.2000000476837,1552.6,3.53356890459364,0.0,0.0,1.0,178,352.964217767098,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,123.53747621848429,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.53356890459364
171,171,171,1731007786.8,1563.4,22.0,150.0,0.0,0.0,140.30539333534796,127.55102040816328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,499.2000000476837,1563.4,3.571428571428572,0.0,0.0,1.0,179,347.86641929499075,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.55102040816328,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.571428571428572
172,172,172,1731007789.3,1572.2,22.0,150.0,0.0,0.0,140.5065949445987,127.55102040816328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,501.7000000476837,1572.2,3.571428571428572,0.0,0.0,1.0,180,347.86641929499075,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,0.0,127.55102040816328,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.571428571428572
173,173,173,1731007792.3,1583.0,22.0,150.0,0.0,0.0,140.94398862078313,123.79976376628116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,504.7000000476837,1583.0,3.536067892503536,0.0,0.0,1.0,181,337.635719362585,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,123.79976376628116,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2,3.536067892503536
